Object ID,Track name,Description,Difficulty,Completion time,Has alerts,URL to thumbnail,URL to webpage,Date loaded to GIS,Shape__Length
705363,Lake Ngatu Track,"Enjoy an easy walk with the family around Lake Ngatu - a freshwater dune lake and recreation reserve. The lake is popular with water sport enthusiasts, day visitors, and locals.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b832b545f5ae4f6dae44b2e818ffd3c6.jpg,https://www.doc.govt.nz/link/8358211cee7e47ed9ccc7b8076e0257f.aspx,7/29/2025 8:32:50 AM,3348.68894455992
705364,Lake Ohia Gumholes Reserve Walk,This short easy walk takes you through manuka scrub passing a series of excavated gumholes. A historical outing suitable for families.,Easy,10 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/707209c9f44946a09e97d3999891fecf.aspx,https://www.doc.govt.nz/link/c2743b7855e740f1acfc211cf6f7a726.aspx,7/29/2025 8:32:50 AM,208.28291237142
705365,Lake Rotoiti Circuit,"Walk around Lake Rotoiti, surrounded by high mountain peaks. It's a great option for families with children and there is the option to catch a water taxi one way or to stay overnight in a hut. This track is part of Te Araroa Trail.",Advanced,7-10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/21afc1013db84817a3ad48b7a048fcec.aspx,https://www.doc.govt.nz/link/27816c1faab14bbf8b495a0b3e2b491d.aspx,7/29/2025 8:32:50 AM,17673.7011432918
705366,Lake Roxburgh Walkway,This historic trail follows an old bridle path that transported coal to the gold mining dredges 1890s-1930s.,"Easy, Advanced",3 hr | 7–10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dcf9e8ec31a640c8892ef2eaa5a96341.aspx,https://www.doc.govt.nz/link/6b493d71745c4ca88ed5912cc3388292.aspx,7/29/2025 8:32:50 AM,9380.18840246303
705367,Lake Sylvan Track,This well-defined track leads through old moraine river terraces and tall red beech/tawhai raunui to pretty Lake Sylvan in Mount Aspiring National Park. ,Easy,1 hr 40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c9f9e37f78cc4b58abcf4e6a8125631b.aspx,https://www.doc.govt.nz/link/de0b62d689c642dd9fce3e9f107337a2.aspx,7/29/2025 8:32:50 AM,5279.24061847361
705368,Tekapo Mt John Walkway,"Mt John is fantastic viewing platform with a 360-degree panorama of the surrounding mountains, lakes and Mackenzie Basin flats.",Advanced,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/47ef6e7f500b457b86c7141bae9a156a.jpg,https://www.doc.govt.nz/link/1c76d71bca3f4fabb4513a87f9214e79.aspx,7/29/2025 8:32:51 AM,3135.51759583972
705369,Lake Waikareiti Walk,The Lake Waikareiti Walk will take you two hours to complete a return trip. Along the way you may hear the screech of the kākā  and the chatty ki-ki-ki of the yellow-crowned parakeet (kākāriki).,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e079fd30162a417082cd3feee1327d60.aspx,https://www.doc.govt.nz/link/486ae64b081f44848e1f8712f1378763.aspx,7/29/2025 8:32:51 AM,3202.7518309801
705370,Lake Waikaremoana: Panekire Bluffs,Climb up to Panekire Bluffs for magnificant views of Lake Waikaremoana and the surrounding mountains.,Intermediate,1-2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c181c65297da49f49681bb9e438e8021.jpg,https://www.doc.govt.nz/link/78b838cd4d0a4e67b1679b363c5ea420.aspx,7/29/2025 8:32:51 AM,8543.09770346794
705371,Lake Wombat Walk,"This short, easy walk leads through a lush rimu forest to the idyllic Lake Wombat - it's a good option for children.",Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/67c46e6695c84af895de01b20ff432d7.aspx,https://www.doc.govt.nz/link/e186c8e16916474994815260a83fd3f9.aspx,7/29/2025 8:32:51 AM,1776.96194134105
705372,Langsview Track,"For amazing views of the countryside and coastline, follow this track along the ridgeline of the Brynderwyn range. This track is part of Te Araroa Trail.",Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/21c088c717b44998bb3b585cf16745c6.jpg,https://www.doc.govt.nz/link/23fcb04af0dc4555b4f28446ea375368.aspx,7/29/2025 8:32:51 AM,6614.39890237059
705373,Lawrence Road tramping tracks,From Lawrence Road take a 2-3 hour walk through Blowhard Bush or to Lotkow Road. From their follow the Lotkow Track for another 2-3 hours to Lookout and Donald River.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/4e895285ef0e4e3bbeb73de82e4c7626.aspx,7/29/2025 8:32:51 AM,5330.2378509629
705374,Leatham Molesworth Route,"This mainly unmarked loop route travels the Leatham Conservation Area and into the magnificent Molesworth Recreation Reserve, traversing mountain tops and tussocky valleys.",Expert,4 - 5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f5cbfc7045db4894b48a420f44562e64.jpg,https://www.doc.govt.nz/link/e3b0dcc642ab4a99a30e545756f7e48e.aspx,7/29/2025 8:32:51 AM,21448.7351890205
705375,Leith Saddle Track,This tramping track travels through the cloud forest above the Leith Saddle on Dunedin's Northern Motorway.,"Easy, Advanced",3.5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/191366ca9dd34409b51ae37ef988d85d.jpg,https://www.doc.govt.nz/link/345939028902482ea630076b5a2fe3af.aspx,7/29/2025 8:32:51 AM,2711.53201766372
705376,Leslie-Karamea Track,"The Leslie–Karamea Track is one of the region’s premier semi-wilderness experiences, situated in the middle of Kahurangi National Park. ",Advanced,6 to 9 days one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d7b6bcf739454da9b9600a3f0f0adcc5.jpg,https://www.doc.govt.nz/link/158cafde8bda449aaee90646cf6d605b.aspx,7/29/2025 8:32:52 AM,85423.799280992
705377,Waiau Pass Route (Blue Lake Route to Lewis Pass),"Waiau Pass Route is a very technical alpine crossing, suitable for highly experienced parties only. It links Lewis Pass and Nelson Lakes National Park. This track is part of Te Araroa Trail.",Expert,8-10 days for full trip,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a1438b950e5d4390bdce985ee1bf0e95.aspx,https://www.doc.govt.nz/link/defa3b7f34d24c558ee9a4e89746d7dc.aspx,7/29/2025 8:32:52 AM,64822.3419405428
705378,Lewis Tops Track,Climb to the open tops with superb views and picturesque tarns.,Advanced,1 hr 30 mins one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d18b46b64ac448dcb9f77e6f703ee7d5.aspx,https://www.doc.govt.nz/link/c370e5cfabf945b5a920f48bf4ba9a10.aspx,7/29/2025 8:32:52 AM,2606.85745355639
705379,Leyland O'Brien Tramline Track,Explore the old Leyland O’Brien tramline besides the headwaters of the Ngamuwahine River.,Advanced,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/324c0db18ac94c7e8f14503b15188ec2.jpg,https://www.doc.govt.nz/link/ba96302c78344dccade622ee61e7c78b.aspx,7/29/2025 8:32:52 AM,5994.60457105631
705380,Lindemann Loop Track,There is a popular lookout through this track with scenic views over the northern Bay of Plenty.,Advanced,5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/88ae41ca46a840fd9e04df0f3da03fa0.jpg,https://www.doc.govt.nz/link/2344c060a583402687a3ef908099bb4e.aspx,7/29/2025 8:32:52 AM,9745.46923708027
705381,Lindis Valley tracks,"A range of tracks for walkers and mountain bikers alike, in an attractive, upland valley. Easily accessed off SH8 between Tarras and Omarama.",Advanced,1.5 - 7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1ef7af35863a48718f9f7397d50b19e0.jpg,https://www.doc.govt.nz/link/5e76af4b21fc44f3b6af800e7336466c.aspx,7/29/2025 8:32:52 AM,53573.9887855252
705382,Little Manganuku Track ,This track starts from a historic 'Howe truss' bridge and has excellent waterfall and forest views.,Advanced,2 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/21befcf77c054acd8f266c00e0f851b4.jpg,https://www.doc.govt.nz/link/8793086f292d40eeb1afe7e8fbd90fcf.aspx,7/29/2025 8:32:52 AM,2948.2472178366
705383,Little Mt Peel/Huatekerekere tracks,"Climb one of the most popular peaks in Canterbury for magnificent views to Mt Somers, Mt Hutt and across the plains to the coast.",Advanced,4–7 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/49e733f7e3e44fe58d7390891d50832c.jpg,https://www.doc.govt.nz/link/d358461b2bbf473bb13e87cd6b2271a4.aspx,7/29/2025 8:32:53 AM,8342.00218799715
705384,Liverpool Track,"Liverpool Track is in the Matukituki Valley, an hour’s drive west from Wanaka. The track starts at Aspiring Hut which you get to on the West Matukituki Track.
",Advanced,6 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4b2cdd58a5af44f9abc17f8718cc205c.jpg,https://www.doc.govt.nz/link/7c42904087f542e39c5341505f6300c9.aspx,7/29/2025 8:32:53 AM,14622.6340194155
705385,Londonderry Rock Walk,View the very large Londonderry Rock - which during the Kumara Goldrushes was too large for miners to move or break.,Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/09d0a7345e0740a5aa33bed73396ae12.jpg,https://www.doc.govt.nz/link/869025effa914a5695a43f913d88d86e.aspx,7/29/2025 8:32:53 AM,225.47525942952
705386,Long Beach (South) Walking Track,A gentle walk at the southern end of Long Beach through bush.,Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/345a89853e094a37afe11fa14814ae62.jpg,https://www.doc.govt.nz/link/967ba712f927484480277cd281d8d418.aspx,7/29/2025 8:32:53 AM,445.426340459651
705387,Lotkow Road to Little's Clearing,Lotkow Road branches off Whittle Road at the entry point to the Kaweka Forest Park.,Advanced,3 - 4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7b6271fdb6874e83a47981176384a4a8.jpg,https://www.doc.govt.nz/link/f208c0402ac04f7bb67cf7230fe4a7d7.aspx,7/29/2025 8:32:53 AM,6992.85074209685
705388,Lower Wye Creek Track,This steep track follows the pipeline from the dam and leads you to the foot of a rock bluff. A further walk through beech forest takes you to the stream in the Lower Wye Creek basin.,Advanced,4 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/09b0e112bc744a5e9ad1cc38ef91bbec.aspx,https://www.doc.govt.nz/link/2b6af23155df4a798b8b4f51f28ae818.aspx,7/29/2025 8:32:53 AM,3330.86707473432
705389,Macaulay Hut Track,"Macaulay valley can be accessed on foot, or by mountain bike, horse or 4WD.",Advanced,5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0995a48b403b41d08a6e97a739d0141f.aspx,https://www.doc.govt.nz/link/ec4ad17cf9164b89b19a68672e4d04f1.aspx,7/29/2025 8:32:53 AM,18212.9169938675
705390,Mahia Peninsula Scenic Reserve Track,Walk through one of the best examples of semi coastal forest on the east coast of the North Island on this loop track - it's suitable for older children.,Advanced,2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7db6e2031b8948d8ac302e4e03b521f0.jpg,https://www.doc.govt.nz/link/fef668ca55664c9ea25a77a54dda4ae6.aspx,7/29/2025 8:32:54 AM,3752.15013927398
705391,Māhinapua short walks,"These short walks pass through dense bush to reach Lake Māhinapua - with a picnic area/campsite at one end, these walks are great for kids.",Easiest,10 min - 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6860e5d654f143ad8283c2e54bb48cf5.jpg,https://www.doc.govt.nz/link/00703ec1c7d54600b0f817c85cf3cbd6.aspx,7/29/2025 8:32:54 AM,2700.43894303372
705392,Mahinepua Peninsula Track,"The track travels the length of the peninsula, mainly along the ridgetop, giving access to the many sheltered bays and providing outstanding coastal views.",Easy,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8c8efb63007842e59cb4bcb6da3f645d.aspx,https://www.doc.govt.nz/link/6581cc8f98c140c8b2ce8534ff41cf8a.aspx,7/29/2025 8:32:54 AM,2717.69743563839
705393,Mahoenui Track,Walk alongside the Awakino River to Leitch's Hut.,Advanced,8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d4e28f7f07d043f3b76cf0756bfc7217.jpg,https://www.doc.govt.nz/link/0991a2f7d8ba4e72a75513a0daa9a51d.aspx,7/29/2025 8:32:54 AM,11422.5616366291
705394,Main Ridge Track,"Tangihua Main Ridge is a rough track, which follows the main ridge through thick vegetation. The views from the track are very rewarding on a clear day.",Advanced,2 - 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d3da870de4444244b604e08c6cd2402f.jpg,https://www.doc.govt.nz/link/519c8fa6db16441ebfdb0a2c97fe3fff.aspx,7/29/2025 8:32:54 AM,7286.49063293481
705395,Makarora Valley Track,"Experienced trampers can walk to the 4-bunk Makarora Hut, taking in the Stewart Falls along the way.",Advanced,5-7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ab146932452c47bdb1edb3c2f185b6d1.aspx,https://www.doc.govt.nz/link/fb9e61243b364141bdcca718cab54325.aspx,7/29/2025 8:32:54 AM,10578.0631631737
705396,Maketawa Hut Circuit,"This is a good day or overnight tramp, with fantastic views of Taranaki Maunga from Maketawa Hut.",Advanced,3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/acbead9dc29a4a639003335d24913f5e.jpg,https://www.doc.govt.nz/link/783d1723468e4bf18c5124dce506f1a5.aspx,7/29/2025 8:32:54 AM,6745.15420150727
705397,Ballance Loop Track,This is an easy loop walk through bush a short distance from Palmerston North - it's a good option for families with children.,Easiest,15-30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/64963c82d4784834b2cbbc56eceeeec7.jpg,https://www.doc.govt.nz/link/a042714923b64acc8f802274d92a5b7f.aspx,7/29/2025 8:32:54 AM,820.79879827682
705398,Manawatu Gorge Track,"Walk through native bush, enjoy scenic views and experience native wildlife only a short distance from Palmerston North. ",Easy,3 - 5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6e9b9b2aa1864e508be32066faa59732.jpg,https://www.doc.govt.nz/link/519a19df8ec348e4a60c48cd03e5bcab.aspx,7/29/2025 8:32:55 AM,8367.73256251359
705399,Mangahao Makahika Track,"The Mangahao Makahika Track connects Burtton's Track, which lies between Palmerston North and Shannon, with the Arapaepae Lookout Trail near Levin. This track is part of Te Araroa Trail.",Advanced,"6 - 7 hrs going south, 7- 8 hrs going north",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c52c0215e40e4c23bb3628a0c00be39c.aspx,https://www.doc.govt.nz/link/c832a31eb1ec48d9a46bb760d9859c92.aspx,7/29/2025 8:32:55 AM,12791.54385562
705400,Mangakara Nature Walk,This loop walk passes through ancient forest with towering trees and a beautiful stream - with interpretation signs as well this is a great option for children.,Easiest,1 hr ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/02407c7c24834d26819029017a02b4cb.jpg,https://www.doc.govt.nz/link/e27df73665284335b61604f08630920b.aspx,7/29/2025 8:32:55 AM,1208.2635259741
705401,Mangakawa Track,Follow the Mangakawa Stream with views of waterfalls and small gorges.,Advanced,2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ff3c2d63d60e4019bdb9735021046cb4.jpg,https://www.doc.govt.nz/link/38981f6df5334f44a02820b19da447ed.aspx,7/29/2025 8:32:55 AM,3023.69949996042
705402,Mangamuka Track,"Mangamuka Track is a backcountry track through scenic Raetea Forest, best suited for experienced trampers. This track is part of Te Araroa Trail.",Advanced,9-10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7b234353bb7e4ba19c3e3c35dd00bd46.jpg,https://www.doc.govt.nz/link/2f54786d87674f73999f38a8f7044de2.aspx,7/29/2025 8:32:55 AM,18029.6049238648
705403,Mangaone Caves Track,"Mangaone Caves are open access and have limestone features like stalactites, stalagmites and calcite wall coverings.",Easy,25 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a6e9d1e3a47b4f0d8ddb2422c3770fc3.aspx,https://www.doc.govt.nz/link/c26d723b097b4412b2216e2400c0f47c.aspx,7/29/2025 8:32:55 AM,574.409898880131
705404,Mangaotaki Walk,Discover towering kahikatea on this short loop walk.,Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/b61e3faecaaf4731aa02e5f19cc4bdca.aspx,7/29/2025 8:32:56 AM,993.345742339552
705405,Mangapumarumaru Track,"This strenuous 4 hour track starts in the Waioweka Gorge, 23km south of Ōpōtiki.",Advanced,3 - 4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/a56307ae11c24136b34426b49eb5685e.aspx,7/29/2025 8:32:56 AM,5626.00892874471
705406,Mangatoa Track,"Crossing the beautiful Herangi Range, this alternative track leads to Leitch's Hut.",Advanced,8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/c39d2d5c47c742f68d50771370143319.aspx,7/29/2025 8:32:56 AM,7436.31645812028
705407,Mangaweka Scenic Reserve Track,Enjoy great views over the Rangitikei River terraces on this short loop walk.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/359f586c76c84444bcf78eef45fff611.jpg,https://www.doc.govt.nz/link/076d45270ca649a5bad213eadaf2b1fb.aspx,7/29/2025 8:32:56 AM,1660.45583966975
705408,Mangawhai Cliffs Walkway,This walk goes from the shoreline to the clifftops. You'll get to see remarkable views up and down the coast and to off-shore islands. This track is part of Te Araroa Trail.,Easy,2-3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1a875f03640945d594346bf02f36d3f2.aspx,https://www.doc.govt.nz/link/1fd94b89550440b08b6f19f6e0dffd28.aspx,7/29/2025 8:32:56 AM,4099.90775861666
705409,Manginangina Kauri Walk,"Kids of all ages will be in awe of the towering kauri trees on this easy, short walk - the boardwalk allows for buggies. ",Easiest,15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/32eaf1d4986f464a9d698625908c73d3.jpg,https://www.doc.govt.nz/link/3d66dd72e07d4633b33789175cd2bd85.aspx,7/29/2025 8:32:56 AM,285.833324518446
705410,Manuka Bay Lookout Track,"This track hugs the coastline and provides sea views, lush forest and a number of landscape features.",Intermediate,1 hr 45 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a199021168c541049fcc7c5497bab00a.aspx,https://www.doc.govt.nz/link/beefcdce15d5405691c9cf30453003fd.aspx,7/29/2025 8:32:56 AM,1878.87678349646
705411,Mapoutahi Track,Walk to Mapoutahi Pā along a sandy beach in Purakaunui Bay.,Easy,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b1a3852a00894c3bbbaf19d9f5af7293.jpg,https://www.doc.govt.nz/link/8a574167c51441a1a3518e979111798e.aspx,7/29/2025 8:32:57 AM,207.061534551196
705412,Maratoto - Golden Cross Track,The track from Maratoto to Golden Cross takes you past an old mining area and a regenerating broadleaf/hardwood forest. ,Advanced,1 hr 45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8be7e68e194a4a06a905c858a5510282.jpg,https://www.doc.govt.nz/link/c1e7922bd56f4d199a0445269f5e1e19.aspx,7/29/2025 8:32:57 AM,3432.07043417845
705413,Maratoto - Wentworth Crossing ,Experienced trampers can cross from Maratoto to Wentworth.,Advanced,5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/10d81c795e2b46a38d1b44e812920091.aspx,https://www.doc.govt.nz/link/8ca87c6cad764b5abea048894e3aabc4.aspx,7/29/2025 8:32:57 AM,10535.8270008891
705414,Martins Bay Track,Walk along open grassy terrances and through low coastal scrub to the shoreline of the inner Hokianga Harbour.,Easiest,5 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ca3d7dc5c4de45a2b3f8ff480c113b13.aspx,https://www.doc.govt.nz/link/64a4ba6691b04c579abe000ece3edd2b.aspx,7/29/2025 8:32:57 AM,253.663448653778
705415,Masters Shelter to Golden Crown Ridge,The Golden Crown Ridge Track begins behind Masters Shelter. The 2-3 hour walk climbs around a series of rocky knolls before continuing steeply upwards through beech forest to the top of the range.,Advanced,2 - 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/762d0479471f41c5b720e0f85177c737.jpg,https://www.doc.govt.nz/link/cdcd3e44fc3c4cecb0995f99407c36e5.aspx,7/29/2025 8:32:57 AM,4047.87304461134
705416,Matai Falls Walk,Walk to the Matai Falls through regenerating podocarp and broadleaf forest.,Easiest,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/94847318536f49068041a3e43bde8d02.jpg,https://www.doc.govt.nz/link/c1a52fc27cf042abb31b7baf080b410f.aspx,7/29/2025 8:32:57 AM,565.430542363961
705417,Matamataharakeke Track,Part of the original Waikawau to Kennedy Bay route used by gold miners and loggers. It goes up the main ridge past a series of lookouts giving views over bush covered hills to coast and islands. ,Advanced,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/665785a9ec5b4451bf9e5704ca343d06.jpg,https://www.doc.govt.nz/link/d1783a0ebedb47f8af85811bed836053.aspx,7/29/2025 8:32:58 AM,6381.78025216603
705418,Matemateāonga Track,Walk deep into the wilderness of the Whanganui National Park on old Māori trail and settlers’ dray road. Shorter day and overnight opportunities are also available.,Advanced,3 - 5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/ec8dff1ff26d43e4b21d4b68e48ea4bc.aspx,7/29/2025 8:32:58 AM,35723.7213795653
705419,Upper Matiri Valley and 1000 Acre Plateau tramping tracks,From Lake Matiri you can do tramps to the upper Matiri Valley and 1000 Acre Plateau.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d4de7bed6f624d7bbebb9cf9548d0685.jpg,https://www.doc.govt.nz/link/8e29e5dc63474c6db4dbdad4def9638b.aspx,7/29/2025 8:32:58 AM,39179.1261130388
705420,Matiu/Somes Island gun emplacements track,"Walk to the top of Matiu/Somes Island, to see gun emplacements built during World War II and enjoy 360 degree views. ",Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8b56dea1d7724ef1a7d70ba21c2d86cb.jpg,https://www.doc.govt.nz/link/a0b41ac4285b4da0bddb300e92b4b188.aspx,7/29/2025 8:32:58 AM,368.775095666817
705421,Maunganui Bluff Track,Climb up and over an ancient volcanic crater for some of the best views in the region - pass through some pristine coastal vegetation dominated by Pohutukawa.,"Easy, Advanced",1 hr 30 min to Maunganui Bluff | 5 hr to Waikara B,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5462c8f2368d4be482a936e8c5f3e45a.jpg,https://www.doc.govt.nz/link/09b55e095ab54723b1a08df9e60731ee.aspx,7/29/2025 8:32:58 AM,8080.60130733371
705422,Mavora - Greenstone Walkway,"This is a 50 km, four day tramping trip, linking the Mavora Lakes Camping Area with the Greenstone Track. It passes through open valley tussock land and beech forested hill country. This track is part of Te Araroa Trail.",Advanced,4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6fe318869a2f4d3ca43c42dce3a6487e.jpg,https://www.doc.govt.nz/link/78b3987c2a754d88b5122593de6b6085.aspx,7/29/2025 8:32:58 AM,33691.8382050175
705423,McKinnon Hut Track,"Perched on the northern end of the Hikurangi Range in Ruahine Forest Park, McKinnon Hut is accessed via a long ridge climbing up from the Kawhatau Valley. Stay a night and return the same way.",Advanced,8 - 10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/3ae99894811649ecb21577dba32f50e6.aspx,7/29/2025 8:32:58 AM,6298.75396889831
705424,McLean Falls Walk,Walk to the spectacular McLean Falls though a variety of forest and shrub types.,Easiest,40 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5b41f5feca1c412c9f1817a0fe9d7066.jpg,https://www.doc.govt.nz/link/5871c86af7f14de0be4493cb950cba9f.aspx,7/29/2025 8:32:59 AM,1005.56416113171
705425,Middle Ridge Track,This walking track links up with two popular tracks within Catchpool Valley. ,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/048b6acd789745dabd408bce126b658b.jpg,https://www.doc.govt.nz/link/607efadad5d3482683b198ef92dc2d49.aspx,7/29/2025 8:32:59 AM,1440.85456733771
705426,Milford Foreshore Walk,"Wander through beech forest and along the sandy foreshore of Milford Sound, and enjoy fabulous views of Mitre Peak - it's an easy, short walk that's great for kids.
",Easiest,30 m,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f22595af63dc4f70974f6e9b65e01a59.jpg,https://www.doc.govt.nz/link/c498383fdfa34feabd10bd25b07bd0dd.aspx,7/29/2025 8:32:59 AM,608.574408318504
705427,Milford Sound Lookout Track,"Enjoy impressive views of stunning Milford Sound from a lookout on this short, easy walking track.",Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3b8676d8c86c408c95bd5e6d81e7c1ca.aspx,https://www.doc.govt.nz/link/75e00bdb29b04659b2e7e58594dfeabb.aspx,7/29/2025 8:32:59 AM,111.765452919715
705428,Minaret Burn Track,"This walk passes through native forest and bush, crossing burns (streams) and giving access to Lake Wānaka itself. This track is suitable for walking, mountain biking and horse riding.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5a265b195f0a4c2ea5ece5cacd0c0536.jpg,https://www.doc.govt.nz/link/986e18290545415bbc6cae32f497708c.aspx,7/29/2025 8:32:59 AM,21981.6226318508
705429,Minnehaha Walk,This delightful short walk follows a stream through the rainforest - it's a great introduction to the forest for children with the added bonus of glow worms at night. It's suitable for wheelchairs and buggies.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ecd99f6686494f59a2db0e1b66b0a175.aspx,https://www.doc.govt.nz/link/0b244bcebac84aad8661af975e1a9a09.aspx,7/29/2025 8:32:59 AM,448.418345890107
705430,Mistake Creek Track,This difficult tramping track leads from the Milford Road and up the Mistake Creek Valley through beech forest to the river flats. ,Advanced,3 hr to bush edge,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/711307a32bdc4b6291c5d743f6ba4d2b.aspx,https://www.doc.govt.nz/link/e78669a33777416f95618bcaad48cdd6.aspx,7/29/2025 8:33:00 AM,5876.45465631278
705431,Koranga Tawa Loop Track,This loop track provides options for an overnight tramp with children or a multi-day tramp with river walking sections.,Advanced,2 - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/01410790e52d4b67b7d857ffbe62ff8c.aspx,https://www.doc.govt.nz/link/6bcb85cddc4b4fc29c7265b20baf6cae.aspx,7/29/2025 8:33:00 AM,24510.316607742
