Object ID,Track name,Description,Difficulty,Completion time,Has alerts,URL to thumbnail,URL to webpage,Date loaded to GIS,x,y
702903,Mount Tuhua Track,This is a steep tramp to the open tussock peak of Mt. Tuhua (1125 m) and is suitable for fit people only.,Advanced,7 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b340e10900174cd7ba4bb14996324b91.jpg,https://www.doc.govt.nz/link/544529882f264677a700c588c72ed1b6.aspx,08/05/2025 08:33:25,171.174484202651,-42.8143436151254
702904,Mount William Walkway,"Enjoy the views from the summit of Mount William, just south of the Bombay Hills. This track is part of Te Araroa Trail.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/506d19aec07448c7823813c9a5c37407.jpg,https://www.doc.govt.nz/link/67424d92729140e9ac20f2a4be9246dc.aspx,08/05/2025 08:33:25,175.024110000531,-37.2090500011847
702905,Mt Burns Tarns Track,"This enjoyable, short tramping track offers a superb setting and views from Mt Burns, Monowai, Fiordland.",Advanced,45 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8627ccb4b3754a7c8a6a679e778b8917.jpg,https://www.doc.govt.nz/link/c46121a17cb645158dab51d487ffab3a.aspx,08/05/2025 08:33:25,167.380838907211,-45.7471940594813
702906,Mt Crichton Loop Track,"This well formed track features rivers, a waterfall, a historic hut/tunnel, native bush and views - plenty to keep kids interested.",Easy,2–3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/260af3ba27734eaeaed6bda99a1fedb1.jpg,https://www.doc.govt.nz/link/2a54f005645d40f790761bf63cf13892.aspx,08/05/2025 08:33:25,168.535259917765,-45.0551094082319
702907,Mt Fishtail Route,Climb up to Mt Fishtail (1643 m) via Fishtail Hut.,Expert,5 hr 40 min to hut,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b8178bb45d294ab4a0040078d99554bf.jpg,https://www.doc.govt.nz/link/9c76358a8f174674b948e4116dff4bac.aspx,08/05/2025 08:33:25,173.505639801248,-41.4782114990229
702908,Mt Holdsworth - Jumbo Circuit,The classic Mt Holdsworth - Jumbo Circuit is a two to three day tramp involving a climb through beech-podocarp forest to some of the best alpine tops travel in the Tararua Forest Park.,Intermediate,12 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a3692dac7a6b4d1d8c0d1f26c72940a6.aspx,https://www.doc.govt.nz/link/8b0a3c6c2f21497b8ad36715b5d206d0.aspx,08/05/2025 08:33:25,175.448080300223,-40.8846943005463
702909,Mt Judah / Heather Jock Tracks,"Scheelite mining history, open tussock country and grand views await on these tracks - with the option of staying overnight in the basic Heather Jock Hut. ","Intermediate, Advanced",2 - 3 hr one way | 3 - 4 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f3e99161cd584fa18b57f52b2a80cd99.jpg,https://www.doc.govt.nz/link/284debb2f35643c79cf5a8dec1c83f52.aspx,08/05/2025 08:33:26,168.444661565473,-44.8556229602907
702910,Mt Matthews,Fit trampers can climb the tallest peak in the Remutaka range (941m) and the nearest to Wellington.,Advanced,11 - 12  hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7566b16a94554a5bbff670fce1944bad.jpg,https://www.doc.govt.nz/link/b39258e686bf4cefa35d9f6e18bcfe3f.aspx,08/05/2025 08:33:26,174.980481175588,-41.3380770917216
702911,Mt McIntosh Loop Track,A steep overnight tramp with magnificent views through open tussock land.,Advanced,8-10 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5fabdcd33b584fde830c0b4aec2089f7.aspx,https://www.doc.govt.nz/link/c3646c66df4f45e9a507f2ee9c848e8c.aspx,08/05/2025 08:33:26,168.443074860752,-44.8376151965192
702912,McKerrow Track,Get panoramic views of Wainuiomata and the Hutt Valley as you climb to the top of Mt McKerrow.,Advanced,6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4c38d69057cf4c92b6be0efea904f55e.jpg,https://www.doc.govt.nz/link/bda59f14823442fdb40ac30fdc2d0048.aspx,08/05/2025 08:33:26,174.972292199591,-41.317580200129
702913,Mt Ngongotaha Nature Loop Track,This short walk is close to Rotorua and showcases the beautiful flora and fauna of Mt Ngongotaha. It is ideal for families or school groups.,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cde9649a7601467e96f28fe90d8e1aa9.aspx,https://www.doc.govt.nz/link/ba66d03d7d254916b16bb6722b1ae74d.aspx,08/05/2025 08:33:26,176.189437999805,-38.1255989998175
702914,Mt Nimrod Track ,Walk to a cascading waterfall and enjoy gorgeous views out to the coast.,Advanced,2 - 3 hrs,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/117af83803374b2b9641d6ea3867d226.jpg,https://www.doc.govt.nz/link/393a1db4f16f4faa93d638dfed92690f.aspx,08/05/2025 08:33:26,170.864806999573,-44.4351650013728
702915,Mt Oxford Track,Mt Oxford Track takes you from Coopers Creek car park to the summit of Mt Oxford with good views of the Canterbury Plains and into Lees Valley.,Advanced,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/82ba010aa2304d879ecab01ad60f2f55.jpg,https://www.doc.govt.nz/link/ef229203fe5e49e59e56b124e88c79ff.aspx,08/05/2025 08:33:27,172.080049665237,-43.2439350685849
702916,Richardson Track,Climb to the summit of Mt Richardson (1047 m) for great views to the Puketeraki Range and over Lees Valley.,Advanced,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2060df2ea723472496e7d57f36fada0b.aspx,https://www.doc.govt.nz/link/5719671adba94965a0bc19d63d229280.aspx,08/05/2025 08:33:27,172.234350778596,-43.1887983820364
702917,Mt Sunday/Mt Riley Track,Pass over Mt Sunday (1310 m) and Mt Riley (1314 m) on this circuit track.,Advanced,8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ccf8371bfb8a47e292b052a774cf3d0c.aspx,https://www.doc.govt.nz/link/63b4546f54004ce180bef14a03b75f54.aspx,08/05/2025 08:33:27,173.695442208317,-41.4294434643237
702918,Summit Track,Summit Track follows steep ridge to the summit of Mt Thomas.,Advanced,2 hr to summit,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/57efefd4c8834309aa54564c278f176c.aspx,https://www.doc.govt.nz/link/dcbfd18bb170481c8ab8d772a24e52d7.aspx,08/05/2025 08:33:27,172.348350508817,-43.1815473819076
702919,Mt Patriarch Route,"Walk or mountain bike up Mt Patriarch (1,656 m).",Expert,5–6 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5dac3376ff9949db85364f67ff76a0a0.jpg,https://www.doc.govt.nz/link/cdc2c4b8b0c146babbf7a524a0b17e40.aspx,08/05/2025 08:33:27,173.253244073466,-41.5968208920342
702920,Mueller Hut Route,"This route provides a 360-degree panorama encompassing glaciers, ice cliffs, vertical rock faces and New Zealand’s highest peaks. Mountaineering experience, including using an ice axe, crampons and avalanche rescue equipment, is needed in winter, and some",Advanced,4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2c0a6bb84d3043cb963d1b6a2870fe36.jpg,https://www.doc.govt.nz/link/7d8f8b98f8a9468ebf9b871859ce8828.aspx,08/05/2025 08:33:27,170.078461205032,-43.7143436886741
702921,Muriwai Walk,"Located beyond Port Jackson campsite, this stunning coastal walk leaves the Muriwai Hilltop car park and heads along a benched farm track along the ridge  towards Wharekaiatua Pa. ",Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c1f165da36cf444b891517d1bdd0eb9a.aspx,https://www.doc.govt.nz/link/b8d32825213144d8ab3928201a69c13c.aspx,08/05/2025 08:33:28,175.354360865146,-36.472409925643
702922,Mount Somers Nature Walk,Enjoy a short walk alongside Woolshed Creek.,Easy,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ecb30e0f71cb4e1cb285a65ad4ad77dd.jpg,https://www.doc.govt.nz/link/00b8233d0a264b029d1fb08da4740312.aspx,08/05/2025 08:33:28,171.301451367482,-43.6271825720406
702923,Nelson Creek walks,"Nelson Creek is an excellent spot to go walking, camping and exploring. With historic water races, tunnels, recreational gold fossicking and a number of short walks, there is plenty to do.   ",Easiest,20 min - 1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dcb169c41ab0460db2ff348c5c98aebf.jpg,https://www.doc.govt.nz/link/2f1c7ab641594d9fa455cae44f93910a.aspx,08/05/2025 08:33:28,171.521824979736,-42.4045698417575
702924,Nga Taonga Nature Walk,Learn about forest plant life from information signs on this easy walk.,Easy,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d6cdaa889c794498ba9d1c0b9a18775a.jpg,https://www.doc.govt.nz/link/898ac9a8c1ce4b05a9c54378e67bf851.aspx,08/05/2025 08:33:28,174.925627143591,-41.3492681289626
702925,Ngamoko Track,Walk along the Ngamoko Track as it steadily climbs to the Ngamoko Range summit. You will be rewarded for your hard work by the views at the summit.,Advanced,5 - 7 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dffd89d639e34b48ac2b5b9aeb2fd51b.aspx,https://www.doc.govt.nz/link/685d327950d04674b625efb63038d535.aspx,08/05/2025 08:33:28,177.161338419029,-38.7680293103451
702926,Ngamuwahine Track,This track leads from the end of Ngamuwahine Road and takes you to a junction with the Leyland O'Brien Tramline Track.,Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/cd01c668b88640cbb48ec43e87366a44.aspx,08/05/2025 08:33:28,175.980084671409,-37.798028486473
702927,Ngapuketurua Track,This track begins on the Kiko Loop and continues as far as the park boundary on the slopes of Mt Ngapuketurua.,Advanced,4-5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/648adb547d584acbbbb4ba238eac54ac.jpg,https://www.doc.govt.nz/link/6f2582ee405b44389de8fb15e87c5ced.aspx,08/05/2025 08:33:29,176.015042318036,-39.045629845603
702928,Devilskin Saddle Route,"This route links the Nina and Doubtful valleys via Devilskin Saddle. This trip is suitable for experienced trampers and combines mountain-beech forest, river flats and an alpine saddle crossing.",Advanced,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/709d204f16fe4daaa4b153ae7f3298fa.aspx,https://www.doc.govt.nz/link/1e470d168a5a4624888ddde1967ce8f6.aspx,08/05/2025 08:33:29,172.288941059243,-42.5023261701619
702929,No Man's Road area tramping tracks,Tracks starting at No Man's Road give access to a number of backcountry huts in the Eastern Ruahine Forest Park.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cea94109d12b4159b1857ef277ce8665.jpg,https://www.doc.govt.nz/link/a012b9f3890b4fa6a2515ae820700c5d.aspx,08/05/2025 08:33:29,176.323639895475,-39.5549874390141
702930,Swamp Track,Walk 10 minutes to Triple X Hut and carry on for a one hour circuit around Swamp Track.,Easy, 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/89781dd5517447e8a6ed14876b159663.aspx,08/05/2025 08:33:29,176.193901400406,-39.7984037999395
702931,Nugget Point/Tokata walks,"Enjoy dramatic coastal views from the Tokata Lighthouse and spot seals, penguins and other seabirds on these short walks.",Easiest,10 - 20 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7dd1758009284834af97429d8eb231d0.aspx,https://www.doc.govt.nz/link/c189586b7b3d418cb04703aadabec434.aspx,08/05/2025 08:33:29,169.81037969964,-46.4463166999631
702932,Nydia Track,The 27 km Nydia Track offers walkers and cyclists great views and varied track conditions. Plan on an overnight stop at Nydia Bay where you can explore the history and coastline.,Advanced,9.5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dbbb6bf203984c08a69cbf1f21a8554b.aspx,https://www.doc.govt.nz/link/dbde5f1292104fe38699c4bb404eb5da.aspx,08/05/2025 08:33:30,173.780684425122,-41.1734818300251
702933,Ocean Beach tracks,Walk a loop track in Glory Cove Scenic Reserve on Stewart Island/Rakura.,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/6d3feb4dba084274b694727f1d427aa0.aspx,08/05/2025 08:33:30,168.174307588447,-46.9710237256696
702934,Ohakune Old Coach Road,Take a trip back into New Zealand's rail heritage while you walk or cycle an old coach road. The road was used to carry passengers and goods between two railheads on the North Island main trunk link before they were linked in 1908.,Easy,4 hr 30 min walk,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c30196975576488484d48ab8dcdca64e.jpg,https://www.doc.govt.nz/link/f1485c5a2d8c4d2b9f017a449a1adb92.aspx,08/05/2025 08:33:30,175.38419659893,-39.3749643496664
702935,Ohinetonga Track,Walk through a variety of attractive scenery - with picnic areas and good places to swim as well this track is a good option with children.,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0863766a9c844143b44608aac2be7528.aspx,https://www.doc.govt.nz/link/029baaf1381b4811a5a51b06b9e894ba.aspx,08/05/2025 08:33:30,175.392303398092,-38.9927281980911
702936,Ōkārito Trig Walk,"This walk takes you up to a Trig viewpoint, with views over the alps to lagoons and beaches.",Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b81058f2f1934171841617efd189ec23.aspx,https://www.doc.govt.nz/link/e0e86976675c4a17a8a7398f1e27f155.aspx,08/05/2025 08:33:30,170.154781645241,-43.2289035073245
702937,Ōkere Falls Track,"With viewing platforms that provide great views of magnificent  waterfalls and white water rafters making their way down the Kaituna River, as well as geocaches and glow worms at night, there is plenty to keep kids entertained on this short, easy walk.",Easiest,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/39fd1c847fc4424fa380d5b2aa53fd7c.jpg,https://www.doc.govt.nz/link/9aaba76c9a424d689aec13a8db147b42.aspx,08/05/2025 08:33:30,176.343749630678,-38.0107892674086
702938,Okitu Bush Scenic Reserve Walk,This easy track through native bush has creeks for kids to explore and a grassy picnic area close to the car park - it's a great option for families.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/17dfcdc10cbf4c3fbf72af290060c593.jpg,https://www.doc.govt.nz/link/04eb604cfa3a48c393205eb6ff93972d.aspx,08/05/2025 08:33:31,178.100673312278,-38.6640921170172
702939,Ōkura Bush Walkway,"Ōkura Bush Walkway is closed from the south end, between Haigh Road entrance and Karepiro Bay. This track is part of Te Araroa Trail.",Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0981c578c0174efeb805481ca3b0c51f.jpg,https://www.doc.govt.nz/link/1412fdf1f12e4710bed221d45ad9e003.aspx,08/05/2025 08:33:31,174.727822381777,-36.6576264668439
702940,Omaru Falls Walk,"A gentle 30 min walk through bush and over farmland to the beautiful Omaru Falls. On Omaru Road, clearly signposted from SH4.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9a6f668fa8554580a9c7e75eecb3c5c4.jpg,https://www.doc.govt.nz/link/0965ab7f90644141a8d4723164ea2813.aspx,08/05/2025 08:33:31,175.162373269245,-38.5246263349992
702941,Onepoto Caves Track,The 2 hour return walk to Onepoto Caves branches off to various caves in the area. The track then descends into a small valley where you’ll find the largest number of caves on the walk.,Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/832170c2f97a46d8999c60cf5cc35aa2.aspx,https://www.doc.govt.nz/link/68f67beb58ec402990301127c8e3c4be.aspx,08/05/2025 08:33:31,177.123752224456,-38.7959685134711
702942,Opapaka Pā Walk,Opapaka Pā Walk is closed due to a large slip.,Easy,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a4c121de95bf496dafb8020633d607c1.jpg,https://www.doc.govt.nz/link/43bb4070cd934ae5a6c0f8148e0d88c6.aspx,08/05/2025 08:33:31,175.122466014864,-38.2618700039723
702943,Opepe walks,"Perfect for families and just a short drive from Taupō on SH5, explore native bush and discover local history in this scenic and historic reserve.",Easiest,30 min or 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/449bdd1e4eb6454c8b7d328bea54378a.jpg,https://www.doc.govt.nz/link/74b66e36ea3943789e41d1123105a8dc.aspx,08/05/2025 08:33:31,176.213323600099,-38.7652840474054
702944,Opera Point Walk,Opera Point on the Coromandel Peninsula offers a walk on an old tramway line to a pleasant beach.,Easiest,15 min beach access | 40 min for the loop walk,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a7b882d5dae84de1b04bb36ffb9868be.jpg,https://www.doc.govt.nz/link/056c5f55908d4ec8a8542a14046939d6.aspx,08/05/2025 08:33:32,175.622758899633,-36.7207082702864
702945,Opouri Bridle Track,Walk or mountain bike through native forest and farmland from Opouri Saddle down to Harvey Bay (Duncan Bay). ,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fdb6b7446fe74631a93f1476ec6d9f14.jpg,https://www.doc.govt.nz/link/0f9dab3d7d0949a6a96bf278a249953d.aspx,08/05/2025 08:33:32,173.743991134954,-41.1273567192905
702946,Opua Kauri Walk,A pleasant walk through regenerating forest to a lookout with stunning views over a valley that is home to kauri trees. ,Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6da512d03d14451e831c23ba4a8e6c9f.jpg,https://www.doc.govt.nz/link/4c1b09fc3adb4502997298d24c408503.aspx,08/05/2025 08:33:32,174.072040552345,-35.3201835135376
702947,Orokonui lagoon walk,Walk around the Orokonui lagoon through native bush and view the natural wetland providing habitat for native fish and foraging birds.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1f05ff9925cb4f4db3c1cebee2a99be7.jpg,https://www.doc.govt.nz/link/d2057971a54743ecb536fa29050133de.aspx,08/05/2025 08:33:32,170.588612226148,-45.7562422159939
702948,Ōrongorongo Track,"This popular, easy walk passes through different forest types and has swimming holes at the end of the track - it's ideal for families.",Easy,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a802698cf29645cbba89d91fb21c9215.jpg,https://www.doc.govt.nz/link/2fc3cc384d014eb08a2f57968bfecc58.aspx,08/05/2025 08:33:32,174.953054300251,-41.3419320008961
702949,Otago Central Rail Trail,Pedalling Otago’s rural heart. The famous Rail Trail takes you through traditional country towns and sheep-farming land farmed by families for many generations. ,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0db199cb87d941e299233bee910e2678.aspx,https://www.doc.govt.nz/link/6246caac2b0d4fee87c77e0ecaeb2440.aspx,08/05/2025 08:33:33,170.125800222912,-45.156910034284
702950,Otaika Valley Walkway,The Otaika Valley Walkway offers you a variety of landscapes including farmland and native forest.,Easy,2-3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b8768fec7692407d999c2e64edd58e90.jpg,https://www.doc.govt.nz/link/b3095ad3b90e471b851df4869fc227bd.aspx,08/05/2025 08:33:33,174.283167099481,-35.7679712996278
702951,Ōtamahua/Quail Island tracks,The beautiful and pest free Ōtamahua is home to historic sites such as the ship’s graveyard and the quarantine barracks. It has swimming and waterskiing beaches and a bird-watching barricade.,Easy,2 hr 30 min for complete island circuit,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4059ef5dba404c5fa24e9e549eef131b.aspx,https://www.doc.govt.nz/link/c7e808c1b88748b188645f0cf6d5a40b.aspx,08/05/2025 08:33:33,172.696856986613,-43.6286914729569
702952,Otanewainuku Rimu Loop Walk,"Walk among large rimu trees in Otanewainuku Forest. You can also take a side trip to Whataroa Falls, a popular swimming hole and picnic spot.",Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2f37870f2ab44bf4984d8061c23fadf7.aspx,https://www.doc.govt.nz/link/1babf184dd6c412da91439b5ef2d53ea.aspx,08/05/2025 08:33:33,176.210044041176,-37.8881209487646
702953,Otatara Pā Historic Reserve Walk,"This short, easy walk through Otatara Pā has archaeological features from one of the largest and most ancient Māori pā sites, as well as commanding views of the coastline - it's a good option for kids.",Easy,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1e2dc98ac50a4b268af1a09b4c30f9c4.jpg,https://www.doc.govt.nz/link/a62dfda4f7154127881d664f53f12a4c.aspx,08/05/2025 08:33:33,176.83084696424,-39.5497765856404
702954,Otawa Reservoir Track,A well defined track leads to a small clearing beside Te Puke's original water source.,Advanced,15 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/b20fab4b413d435198c6813a691c2a11.aspx,08/05/2025 08:33:33,176.248272550428,-37.8039703285941
702955,Otoko Walkway,The Otoko Walkway is 50 km north-west of Gisborne. It traverses 5 km of the old Gisborne/Moutohora railway line. This track is not maintained.,Easy,2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9087f798cd27480da12be67956a07c60.jpg,https://www.doc.govt.nz/link/ed28e66d98594088a33c8c8606952829.aspx,08/05/2025 08:33:33,177.70004681941,-38.4686989752318
702956,Ōtūkaikino Walk,"This short, easy track loops around a wetland. Interpretive panels provide information about the wetland and it's inhabitants.",Easiest,30  min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a351392e916f4c419300ab03558d1102.aspx,https://www.doc.govt.nz/link/6ce9d9266d4d4c61bd05d48e7e77f8e1.aspx,08/05/2025 08:33:34,172.644730981357,-43.4343714035567
702957,Oxenbridge Tunnel Track,A short easy walk to a viewpoint that overlooks the historic Oxenbridge Tunnel river diversion and an old steam engine.,Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ecea98a627594af5b315165e0ce5de08.aspx,https://www.doc.govt.nz/link/5e50256c0e4f4bcca3fb6e17992e2292.aspx,08/05/2025 08:33:34,168.66583602087,-44.9826136836918
702958,Paengaroa Scenic Reserve Walk,Take a short stroll to a picnic spot in this reserve renowned for its unique and rare and endangered flora.,Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c7959f91cd644686b8254cc303f12f4b.jpg,https://www.doc.govt.nz/link/dbba3d770c284b229c45fae6d1eab044.aspx,08/05/2025 08:33:34,175.723453483076,-39.6479960570742
702959,Paihia School Road Track,"A pleasant walk through regenerating forest to a lookout that offers stunning views over Waitangi, the Bay of Islands and Russell.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/206b1aadedb445509e138149128fb153.jpg,https://www.doc.govt.nz/link/a475d1f271f7460d9e5762768ea251fa.aspx,08/05/2025 08:33:34,174.082401542971,-35.2894166789769
702960,Pakihi Track,The Pakihi Track is a stunning but challenging 20 km journey through lush forest for trampers and mountain bikers.,Intermediate,6 - 7 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a820c33b52de4a648e700de27fd3cf66.jpg,https://www.doc.govt.nz/link/5e35468834644d9c8ba3a49ecc02a95e.aspx,08/05/2025 08:33:34,177.466568864443,-38.1647584879818
702961,Pakihi Walk,Pakihi Walk climbs through kamahi and rimu forest to a platform lookout.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c552e02ed4284cb3b721d93368806488.aspx,https://www.doc.govt.nz/link/6c89499c310c49f6aa7d8ea40041f378.aspx,08/05/2025 08:33:34,170.206829354736,-43.2486244490585
702962,Pakotai Track ,Take a short walk to a magnificant mature kauri.,Easy,10 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/394b058025e7467595a6e1bb713cb284.aspx,08/05/2025 08:33:34,173.857915112493,-35.7153300048947
702963,Punakaiki Pancake Rocks and Blowholes Walk,"Explore a limestone landscape of pancake-shaped rock formations, blowholes and surge pools on this short, paved walk that's great for children. ","Easiest, Easy",20 min loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/957a5281e2374effaf4ea840afd6ae00.aspx,https://www.doc.govt.nz/link/1c49372bd3584510a6689690e8a88d47.aspx,08/05/2025 08:33:35,171.327498812831,-42.1139222955698
702964,Papaitonga Track,"Take a short, easy walk around a dune lake in Papaitonga Scenic Reserve. It has great spots to enjoy views and look for and listen to birds and is a good option for kids.",Easiest,10 min | 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4aabb21a28b546efb50c41f6f836b35f.jpg,https://www.doc.govt.nz/link/b9223218c27a4b10abf61c0087e52e3b.aspx,08/05/2025 08:33:35,175.232501100188,-40.6474117003302
702965,Papatowai walks,Explore the coastal area around Papatowai - where forest meets sea.,Easy,40 min - 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0f0b5dfa6be748a6a97663865503e0a2.aspx,https://www.doc.govt.nz/link/7f205cfb3cba4c17ba1891c8fd7ae2cc.aspx,08/05/2025 08:33:35,169.474057966868,-46.5654882346056
702966,Parata Track,"Parata Track passes through kohekohe forest to a lookout with views of the coast, Kapiti Island, and the Reikorangi Valley.",Intermediate,1 – 2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bf6a8c6c89c6444ea85c04b4291c01a0.aspx,https://www.doc.govt.nz/link/c22cdf35670046d3b50345f1c435751b.aspx,08/05/2025 08:33:35,175.083890100212,-40.8805215008159
702967,Pass Creek Track,This difficult tramping track leads from the Hollyford Road up to Lake Howden on the Routeburn Track.,Advanced,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/581297885f93452d8992ab3fc20d2e64.jpg,https://www.doc.govt.nz/link/22f0a1fc50554236b4fd009c770ee3a7.aspx,08/05/2025 08:33:35,168.130899227703,-44.8038978249761
702968,Pataua Island Track,Pataua Island Track is a short access track that skirts the Pataua Estuary and leads you to a lovely beach.  ,Easiest,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0c954a12fa2a463bb598e3f104ab7653.jpg,https://www.doc.govt.nz/link/dd5c7ab713274dbc9b6ce98b076f37da.aspx,08/05/2025 08:33:35,174.530003232004,-35.7156339006502
702969,Paines Ford Tramline Track,Walk to some excellent swimming holes on a track that follows an old tramline.,Easy,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ea17dd7804a64af1a561d568994be83e.jpg,https://www.doc.govt.nz/link/fb8e9259eff74f31ac54c34a6200dc44.aspx,08/05/2025 08:33:36,172.812696816836,-40.8920088882476
702970,Peak Hill Route,The climb to the top of Peak Hill rewards walkers with sweeping views of Lake Coleridge and its surrounds. The walk is extremely exposed to the weather and walkers should be well equipped.,Expert,3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/49a8b9a38f54479e9455f431a8f63002.aspx,https://www.doc.govt.nz/link/3ba70eb6f6dc46bdb8b2e62128bcf593.aspx,08/05/2025 08:33:36,171.505075371522,-43.3230628364659
